Company Name,CEO,Headquarter,Jan 2020 Rank,Jan 2020 Market Capitalization,July 2020 Rank,July 2020 Market Capitalization,Aug 2020 Rank,Aug 2020 Market Capitalization,Jan 2021 Rank,Jan 2021 Market Capitalization,Logo,URL
LINKEDIN,None,USA,443,None,None,None,None,None,443,None,None,https://www.linkedin.com/
ENERGY TRANSFER LP,Kelcy Warre,USA,444,34.752 Billion USD,786,18.968 Billion USD,870,17.927 Billion USD,"1,080",16.672 Billion USD,None,https://www.energytransfer.com/
SURGUTNEFTEGAS,Vladimir Bogdanov,Russia,446,34.556 Billion USD,646,22.940 Billion USD,909,17.147 Billion USD,"1,024",17.600 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/surugtneftegas.jpg?itok=dtf3Vw6o,https://www.surgutneftegas.ru/en/
NORDEA BANK ABP,Frank Vang-Jensen,Finland,447,34.476 Billion USD,479,28.947 Billion USD,489,30.355 Billion USD,546,32.835 Billion USD,None,https://www.nordea.com/
MACQUARIE GROUP,Shemara Wikramanayake,Australia,448,34.437 Billion USD,446,30.590 Billion USD,426,33.542 Billion USD,447,38.534 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/macquarie.jpg?itok=5xb1bu5E,https://www.macquarie.com/
VIVENDI,Arnaud de Puyfontaine,France,449,34.413 Billion USD,470,29.543 Billion USD,449,32.382 Billion USD,503,35.068 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/vivendi.jpg?itok=mXpgLhbI,https://www.vivendi.com
WESFARMERS,Rob Scott,Australia,450,34.376 Billion USD,384,35.528 Billion USD,357,39.781 Billion USD,376,43.937 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/wesfarmers.jpg?itok=vtWsvq-a,https://www.wesfarmers.com.au/
MONSTER BEVERAGE CORPORATION,Rodney Sacks,USA,451,34.250 Billion USD,373,36.470 Billion USD,312,43.631 Billion USD,334,48.822 Billion USD,None,https://www.monsterbevcorp.com/
COGNIZANT TECHNOLOGY SOLUTIONS,Brian Humphries,USA,452,34.037 Billion USD,452,30.316 Billion USD,400,35.636 Billion USD,377,43.814 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/cognizant.JPG?itok=YVVwd8qD,https://www.cognizant.com/
EAST JAPAN RAILWAY COMPANY,Tetsuro Tomita,Japan,453,34.034 Billion USD,540,26.200 Billion USD,645,24.235 Billion USD,750,24.370 Billion USD,None,https://www.jreast.co.jp
KONE OYJ,Henrik Ehrnrooth,Finland,454,33.917 Billion USD,383,35.661 Billion USD,314,43.504 Billion USD,405,41.954 Billion USD,None,https://www.kone.com/en/
GALAXY ENTERTAINMENT GROUP,Francis Lui,Hong Kong,455,33.899 Billion USD,460,29.980 Billion USD,405,35.113 Billion USD,526,33.747 Billion USD,None,https://www.galaxyentertainment.com/en
CREDIT SUISSE GROUP,Thomas Gottstein,Switzerland,456,33.894 Billion USD,574,25.098 Billion USD,571,26.625 Billion USD,565,31.600 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/credit_suisse.jpg?itok=UBtbGdWB,https://www.credit-suisse.com
UNICREDIT,Jean-Pierre Mustier,Italy,457,33.729 Billion USD,705,21.103 Billion USD,737,21.448 Billion USD,885,20.837 Billion USD,None,https://www.unicredit.it
CHINA TELECOM CORPORATION,Jie Yang,China,458,33.668 Billion USD,611,23.883 Billion USD,541,28.231 Billion USD,816,22.545 Billion USD,None,https://www.chinatelecom-h.com
WELLTOWER,Thomas J. DeRosa,USA,459,33.588 Billion USD,673,21.972 Billion USD,674,23.423 Billion USD,685,26.966 Billion USD,None,https://welltower.com/
XCEL ENERGY,Ben Fowke,USA,460,33.585 Billion USD,405,33.663 Billion USD,388,36.569 Billion USD,491,35.822 Billion USD,None,https://www.xcelenergy.com/
HONG KONG AND CHINA GAS COMPANY,None,Hong Kong,461,33.576 Billion USD,509,27.954 Billion USD,605,25.736 Billion USD,695,26.543 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/hcgas.jpg?itok=v8hSbDRz,https://www.towngas.com
TYSON FOODS,Noel W. White,USA,462,33.563 Billion USD,695,21.295 Billion USD,694,22.919 Billion USD,786,23.508 Billion USD,None,https://www.tysonfoods.com/
BARRICK GOLD CORPORATION,Mark Bristow,Canada,463,33.557 Billion USD,286,45.433 Billion USD,250,52.848 Billion USD,429,40.491 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/barrick.jpg?itok=Cwo-BYWP,https://barrick.com/
O'REILLY AUTOMOTIVE,Gregory D. Johnson,USA,465,33.255 Billion USD,433,31.757 Billion USD,415,34.094 Billion USD,547,32.788 Billion USD,None,https://www.oreillyauto.com/
CONTEMPORARY AMPEREX TECHNOLOGY,Zeng Yuqun,China,466,33.243 Billion USD,234,51.788 Billion USD,194,62.691 Billion USD,98,125.190 Billion USD,None,https://www.atlbattery.com/
UNITED OVERSEAS BANK,Wee Ee Cheong,Singapore,467,33.099 Billion USD,575,25.062 Billion USD,643,24.276 Billion USD,643,28.536 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/uob.jpg?itok=3rSRXynW,http://www.uobgroup.com/
SOUTHERN COPPER CORPORATION,Oscar Gonzalez Rocha,Mexico,468,33.002 Billion USD,458,30.080 Billion USD,402,35.554 Billion USD,319,50.343 Billion USD,None,http://www.southerncoppercorp.com
TESCO,Ken Murphy,UK,469,32.996 Billion USD,537,26.407 Billion USD,521,29.187 Billion USD,579,30.989 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/tesco.jpg?itok=nBaMaC3K,https://www.tescoplc.com/
BHARTI AIRTEL,Gopal Vittal,India,470,32.676 Billion USD,330,41.197 Billion USD,385,36.868 Billion USD,449,38.483 Billion USD,https://value.today/sites/default/files/styles/medium/public/2020-05/airtel.jpg?itok=RC0INxlt,https://www.airtel.in/
SEVEN & I HOLDINGS,Ryuichi Isaka,Japan,471,32.646 Billion USD,500,28.219 Billion USD,529,28.890 Billion USD,573,31.270 Billion USD,None,https://www.7andi.com
ASSICURAZIONI GENERALI,Philippe Donnet,Italy,472,32.607 Billion USD,596,24.205 Billion USD,657,23.968 Billion USD,674,27.258 Billion USD,None,https://www.generali.com/
AMPHENOL CORPORATION,Richard Adam Norwitt,USA,473,32.525 Billion USD,498,28.367 Billion USD,452,32.296 Billion USD,442,39.121 Billion USD,None,https://www.amphenol.com/
GENERAL MILLS,Jeff Harmening,USA,474,32.516 Billion USD,364,37.491 Billion USD,362,39.111 Billion USD,490,35.952 Billion USD,None,https://www.generalmills.com/
FOMENTO ECONOMICO MEXICANOB. DE C.V. (FEMSA),None,Mexico,475,32.460 Billion USD,482,28.760 Billion USD,752,21.000 Billion USD,681,27.057 Billion USD,None,http://www.femsa.com/en/
